fecha,hora,temperatura,humedad,prediccion
2026-06-05 10:05:04,10,9.7,78,0.47271957993507385
2026-06-05 10:05:08,10,8.29,60,0.47271957993507385
2026-06-05 10:05:12,10,9.52,78,0.47271957993507385
2026-06-05 10:05:16,10,11.34,66,0.47271957993507385
2026-06-05 10:05:21,10,5.93,70,0.47271957993507385
2026-06-05 10:05:25,10,10.93,68,0.47271957993507385
2026-06-05 10:05:29,10,10.89,69,0.47271957993507385
2026-06-05 10:05:33,10,5.73,66,0.47271957993507385
2026-06-05 10:05:37,10,8.25,60,0.47271957993507385
2026-06-05 10:05:42,10,6.71,40,0.47271957993507385
2026-06-05 10:05:46,10,7.06,78,0.47271957993507385
2026-06-05 10:05:50,10,7.41,78,0.47271957993507385
2026-06-05 10:05:54,10,6.21,44,0.47271957993507385
2026-06-05 10:05:58,10,10.91,58,0.48268237709999084
2026-06-05 10:06:03,10,11.23,44,0.47271957993507385
2026-06-05 10:06:07,10,6.81,58,0.47271957993507385
2026-06-05 10:06:11,10,8.94,60,0.47271957993507385
2026-06-05 10:06:15,10,8.86,48,0.47271957993507385
2026-06-05 10:06:19,10,7.1,54,0.47271957993507385
2026-06-05 10:06:24,10,5.39,40,0.47271957993507385
2026-06-05 10:06:28,10,5.21,67,0.47271957993507385
2026-06-05 10:06:32,10,11.89,70,0.47271957993507385
2026-06-05 10:06:36,10,7.85,69,0.47271957993507385
2026-06-05 10:06:40,10,11.96,62,0.4950590431690216
2026-06-05 10:06:45,10,7.75,53,0.47271957993507385
2026-06-05 10:06:49,10,5.57,53,0.47271957993507385
2026-06-05 10:06:53,10,8.62,42,0.47271957993507385
2026-06-05 10:06:57,10,10.47,66,0.47271957993507385
2026-06-05 10:07:01,10,9.81,47,0.47271957993507385
2026-06-05 10:07:05,10,7.72,58,0.47271957993507385
2026-06-05 10:07:10,10,10.43,76,0.47271957993507385
2026-06-05 10:07:14,10,5.15,51,0.47271957993507385
2026-06-05 10:25:08,10,5.23,52.0,0.47271957993507385,automatico
2026-06-05 10:25:12,10,9.76,48.0,0.47271957993507385,automatico
2026-06-05 10:25:17,10,8.37,48.0,0.47271957993507385,automatico
2026-06-05 10:25:21,10,8.44,45.0,0.47271957993507385,automatico
2026-06-05 10:25:25,10,9.06,65.0,0.47271957993507385,automatico
2026-06-05 10:25:30,10,5.26,46.0,0.47271957993507385,automatico
2026-06-05 10:25:35,10,5.09,43.0,0.47271957993507385,automatico
2026-06-05 10:26:02,12,8.0,60,0.47271957993507385,manual
2026-06-05 10:26:04,12,8.0,60,0.47271957993507385,manual
2026-06-05 10:26:07,12,8.0,60,0.47271957993507385,manual
2026-06-05 10:26:09,12,8.0,60,0.47271957993507385,manual
2026-06-05 10:26:14,12,8.1,60,0.47271957993507385,manual
2026-06-05 10:26:32,12,10.89999999999999,60,0.47271957993507385,manual
2026-06-05 10:26:38,12,50.0,60,0.2374521940946579,manual
2026-06-05 10:26:53,12,50.0,60,0.2374521940946579,manual
2026-06-05 10:47:29,10,0.81,74.0,0.9977555274963379,automatico
2026-06-05 10:47:32,10,6.77,56.0,0.05400554835796356,automatico
2026-06-05 10:47:35,10,7.38,60.0,0.05320507660508156,automatico
2026-06-05 10:47:36,10,9.44,48.0,0.8199335932731628,automatico
2026-06-05 10:47:38,10,14.58,31.0,0.9983646273612976,automatico
2026-06-05 10:47:40,10,0.16,81.0,0.9998303055763245,automatico
2026-06-05 10:47:42,10,9.45,48.0,0.8215699195861816,automatico
2026-06-05 10:47:44,10,3.29,66.0,0.15432418882846832,automatico
2026-06-05 10:47:46,10,0.61,81.0,0.9994051456451416,automatico
2026-06-05 10:47:48,10,9.2,53.0,0.5708595514297485,automatico
2026-06-05 10:47:50,10,5.34,68.0,0.002807515673339367,automatico
2026-06-05 10:47:52,10,3.45,72.0,0.18455998599529266,automatico
2026-06-05 10:47:54,10,6.08,63.0,0.012219811789691448,automatico
2026-06-05 10:47:56,10,5.59,66.0,0.004855092614889145,automatico
2026-06-05 10:47:58,10,10.12,41.0,0.9739474058151245,automatico
2026-06-05 10:48:00,10,7.58,59.0,0.07016097009181976,automatico
2026-06-05 10:48:02,10,1.71,82.0,0.9886733889579773,automatico
2026-06-05 10:48:04,10,9.93,51.0,0.8149791955947876,automatico
2026-06-05 10:48:06,10,8.62,49.0,0.6013736724853516,automatico
2026-06-05 10:48:08,10,11.14,46.0,0.9779477715492249,automatico
2026-06-05 10:48:10,10,10.75,63.0,0.5204881429672241,automatico
2026-06-05 10:48:12,10,4.89,61.0,0.005668314639478922,automatico
2026-06-05 10:48:14,10,4.26,68.0,0.014984228648245335,automatico
2026-06-05 10:48:16,10,14.09,35.0,0.9979643821716309,automatico
2026-06-05 10:48:18,10,8.6,48.0,0.6414522528648376,automatico
2026-06-05 10:48:20,10,10.1,57.0,0.6260771751403809,automatico
2026-06-05 10:48:22,10,11.17,50.0,0.9549769759178162,automatico
2026-06-05 10:48:24,10,12.97,36.0,0.9967348575592041,automatico
2026-06-05 10:48:26,10,14.01,42.0,0.9976775050163269,automatico
2026-06-05 10:48:28,10,4.73,71.0,0.0056771873496472836,automatico
2026-06-05 10:48:30,10,13.45,40.0,0.997160792350769,automatico
2026-06-05 10:48:32,10,12.93,41.0,0.9964379072189331,automatico
2026-06-05 10:48:34,10,6.29,71.0,0.004158057738095522,automatico
2026-06-05 10:48:36,10,3.66,67.0,0.06769408285617828,automatico
2026-06-05 10:48:38,10,4.01,65.0,0.021473394706845284,automatico
2026-06-05 10:48:40,10,3.57,73.0,0.15314413607120514,automatico
2026-06-05 10:48:42,10,0.99,80.0,0.9980859160423279,automatico
2026-06-05 10:48:44,10,9.49,46.0,0.8762027621269226,automatico
2026-06-05 10:48:46,10,6.73,55.0,0.05916670709848404,automatico
2026-06-05 10:48:48,10,12.69,35.0,0.996390163898468,automatico
2026-06-05 10:48:50,10,9.74,56.0,0.5763394832611084,automatico
2026-06-05 10:48:52,10,6.8,57.0,0.048886146396398544,automatico
2026-06-05 10:54:21,10,13.48,42.0,0.9971149563789368,automatico
2026-06-05 10:54:23,10,2.08,65.0,0.8267906904220581,automatico
2026-06-05 10:54:25,10,0.01,86.0,0.9999356269836426,automatico
2026-06-05 10:54:27,10,2.07,71.0,0.9048627018928528,automatico
2026-06-05 10:54:29,10,12.06,51.0,0.9791967868804932,automatico
2026-06-05 10:54:31,10,7.72,61.0,0.06132907420396805,automatico
2026-06-05 10:54:33,10,0.91,71.0,0.9958785176277161,automatico
2026-06-05 10:54:35,10,6.17,63.0,0.013260490261018276,automatico
2026-06-05 10:54:37,10,8.85,54.0,0.42638298869132996,automatico
2026-06-05 10:54:39,10,8.86,55.0,0.38267093896865845,automatico
2026-06-05 10:54:41,10,7.18,57.0,0.06570044904947281,automatico
2026-06-05 10:54:43,10,1.95,82.0,0.9781168103218079,automatico
2026-06-05 10:54:45,10,2.14,75.0,0.9240202307701111,automatico
2026-06-05 10:54:47,10,9.95,44.0,0.945525050163269,automatico
2026-06-05 10:54:49,10,5.84,64.0,0.00838346965610981,automatico
2026-06-05 10:54:51,10,6.74,63.0,0.021965891122817993,automatico
2026-06-05 10:54:53,10,7.56,57.0,0.0903393030166626,automatico
2026-06-05 10:54:55,10,7.96,54.0,0.2164527326822281,automatico
2026-06-05 10:54:57,10,10.2,47.0,0.9278333783149719,automatico
2026-06-05 10:54:59,10,9.89,56.0,0.6164696216583252,automatico
2026-06-05 10:55:01,10,1.06,76.0,0.9963898062705994,automatico
2026-06-05 10:55:03,10,10.08,50.0,0.8632137775421143,automatico
2026-06-05 10:55:05,10,3.91,72.0,0.059045907109975815,automatico
2026-06-05 10:55:07,10,3.51,66.0,0.0899205133318901,automatico
2026-06-05 10:56:02,10,13.57,39.0,0.9973347783088684,calor_extremo,automatico
2026-06-05 10:56:06,10,6.73,56.0,0.05234453082084656,seguro,automatico
2026-06-05 10:56:09,10,3.98,71.0,0.04419061914086342,seguro,automatico
2026-06-05 10:56:11,10,10.31,39.0,0.9849687218666077,calor_extremo,automatico
2026-06-05 10:56:13,10,5.67,66.0,0.005223901476711035,seguro,automatico
2026-06-05 10:56:15,10,9.61,50.0,0.7891020774841309,calor_extremo,automatico
2026-06-05 10:56:17,10,5.7,68.0,0.003905314952135086,seguro,automatico
2026-06-05 10:56:19,10,9.29,51.0,0.6837160587310791,calor_extremo,automatico
2026-06-05 10:56:21,10,5.99,67.0,0.005971073638647795,seguro,automatico
2026-06-05 10:56:23,10,3.82,69.0,0.054766468703746796,seguro,automatico
2026-06-05 10:56:25,10,9.53,52.0,0.6995383501052856,calor_extremo,automatico
2026-06-05 10:56:27,10,4.08,68.0,0.024514179676771164,seguro,automatico
2026-06-05 10:56:29,10,3.27,71.0,0.25085896253585815,seguro,automatico
2026-06-05 10:56:31,10,1.33,87.0,0.9977174997329712,frio_extremo,automatico
2026-06-05 10:56:33,10,8.13,57.0,0.15768441557884216,seguro,automatico
2026-06-05 10:56:35,10,11.53,44.0,0.9896829724311829,calor_extremo,automatico
2026-06-05 10:56:37,10,1.41,75.0,0.989376962184906,frio_extremo,automatico
2026-06-05 10:56:39,10,3.09,63.0,0.18632124364376068,seguro,automatico
2026-06-05 10:56:41,10,9.94,54.0,0.7141538858413696,calor_extremo,automatico
2026-06-05 10:56:43,10,5.76,59.0,0.016537051647901535,seguro,automatico
2026-06-05 10:56:45,10,2.26,76.0,0.9066897630691528,frio_extremo,automatico
2026-06-05 10:56:47,10,6.24,55.0,0.04028748348355293,seguro,automatico
2026-06-05 10:56:49,10,14.92,37.0,0.998509407043457,calor_extremo,automatico
2026-06-05 10:56:51,10,9.03,57.0,0.3374669551849365,seguro,automatico
2026-06-05 10:56:53,10,6.05,74.0,0.002068130299448967,seguro,automatico
2026-06-05 10:56:55,10,0.39,80.0,0.9996402859687805,frio_extremo,automatico
2026-06-05 10:56:58,10,6.82,61.0,0.030160672962665558,seguro,automatico
2026-06-05 10:57:00,10,12.59,44.0,0.9957296252250671,calor_extremo,automatico
2026-06-05 10:57:02,10,13.38,48.0,0.9966247081756592,calor_extremo,automatico
2026-06-05 10:57:04,10,6.69,57.0,0.044835805892944336,seguro,automatico
2026-06-05 10:57:06,10,2.83,76.0,0.6646944284439087,frio_extremo,automatico
2026-06-05 10:57:08,10,10.51,47.0,0.9477795362472534,calor_extremo,automatico
2026-06-05 10:57:10,10,14.13,47.0,0.9976266622543335,calor_extremo,automatico
2026-06-05 10:57:12,10,1.4,79.0,0.9933267831802368,frio_extremo,automatico
2026-06-05 10:57:14,10,3.1,71.0,0.349793404340744,seguro,automatico
2026-06-05 10:57:16,10,9.04,57.0,0.33995798230171204,seguro,automatico
2026-06-05 10:57:18,10,6.06,57.0,0.027158180251717567,seguro,automatico
2026-06-05 10:57:20,10,10.45,55.0,0.7841694355010986,calor_extremo,automatico
2026-06-05 10:57:22,10,7.84,49.0,0.3878629803657532,seguro,automatico
2026-06-05 10:57:24,10,10.23,50.0,0.8817460536956787,calor_extremo,automatico
2026-06-05 10:57:26,10,0.43,82.0,0.9996774196624756,frio_extremo,automatico
2026-06-05 10:57:28,10,5.9,60.0,0.0163067989051342,seguro,automatico
2026-06-05 10:57:30,10,0.13,76.0,0.9997292160987854,frio_extremo,automatico
2026-06-05 10:57:32,10,3.55,77.0,0.22910736501216888,seguro,automatico
2026-06-05 10:57:34,10,9.73,53.0,0.705746054649353,calor_extremo,automatico
2026-06-05 10:57:36,10,4.08,66.0,0.019758978858590126,seguro,automatico
2026-06-05 10:57:38,10,9.04,54.0,0.47868508100509644,seguro,automatico
2026-06-05 10:57:40,10,10.22,54.0,0.7733027935028076,calor_extremo,automatico
2026-06-05 10:57:42,10,9.43,49.0,0.7878566384315491,calor_extremo,automatico
2026-06-05 10:57:45,10,5.28,57.0,0.014458081685006618,seguro,automatico
2026-06-05 10:57:47,10,8.64,51.0,0.5119948387145996,seguro,automatico
2026-06-05 10:57:49,10,8.46,49.0,0.5580480694770813,seguro,automatico
2026-06-05 10:57:51,10,1.94,78.0,0.9672887921333313,frio_extremo,automatico
2026-06-05 10:57:54,10,2.74,69.0,0.5407826900482178,frio_extremo,automatico
2026-06-05 10:57:56,10,3.79,73.0,0.08918106555938721,seguro,automatico
2026-06-05 10:57:58,10,7.09,56.0,0.06919042021036148,seguro,automatico
2026-06-05 10:58:00,10,10.11,58.0,0.5826889276504517,calor_extremo,automatico
2026-06-05 10:58:02,10,3.14,77.0,0.48251405358314514,seguro,automatico
2026-06-05 10:58:04,10,5.75,52.0,0.03971252590417862,seguro,automatico
2026-06-05 10:58:06,10,4.64,62.0,0.004892374854534864,seguro,automatico
2026-06-05 10:58:08,10,3.52,73.0,0.1721145659685135,seguro,automatico
2026-06-05 10:58:10,10,3.06,79.0,0.5923375487327576,seguro,automatico
2026-06-05 10:58:12,10,14.58,39.0,0.9982374310493469,calor_extremo,automatico
2026-06-05 10:58:14,10,10.67,44.0,0.9747847318649292,calor_extremo,automatico
2026-06-05 10:58:16,10,9.62,56.0,0.5434658527374268,calor_extremo,automatico
2026-06-05 10:58:18,10,8.26,48.0,0.5507080554962158,seguro,automatico
2026-06-05 10:58:20,10,7.23,59.0,0.05350843816995621,seguro,automatico
2026-06-05 10:58:22,10,10.89,45.0,0.976030707359314,calor_extremo,automatico
2026-06-05 10:58:24,10,3.94,68.0,0.03580314666032791,seguro,automatico
2026-06-05 10:58:26,10,8.84,47.0,0.7391039729118347,seguro,automatico
2026-06-05 10:58:28,10,9.83,38.0,0.9797050356864929,calor_extremo,automatico
2026-06-05 10:58:30,10,11.64,43.0,0.9919918775558472,calor_extremo,automatico
2026-06-05 10:58:32,10,7.98,54.0,0.2202490270137787,seguro,automatico
2026-06-05 10:58:34,10,10.58,45.0,0.9664938449859619,calor_extremo,automatico
2026-06-05 10:58:36,10,0.82,76.0,0.9981480836868286,frio_extremo,automatico
2026-06-05 10:58:38,10,2.14,76.0,0.9314078688621521,frio_extremo,automatico
2026-06-05 10:58:40,10,8.23,59.0,0.1245763972401619,seguro,automatico
2026-06-05 10:58:42,10,9.25,55.0,0.48888251185417175,seguro,automatico
2026-06-05 10:58:44,10,14.13,39.0,0.997880756855011,calor_extremo,automatico
2026-06-05 10:58:46,10,11.48,49.0,0.9731953740119934,calor_extremo,automatico
2026-06-05 10:58:48,10,3.37,71.0,0.20215024054050446,seguro,automatico
2026-06-05 10:58:50,10,11.77,45.0,0.9903972744941711,calor_extremo,automatico
2026-06-05 10:58:52,10,4.4,65.0,0.007341492455452681,seguro,automatico
2026-06-05 10:58:54,10,4.68,66.0,0.0038116429932415485,seguro,automatico
2026-06-05 10:58:56,10,2.21,59.0,0.631576657295227,frio_extremo,automatico
2026-06-05 10:58:58,10,8.66,55.0,0.3316658139228821,seguro,automatico
2026-06-05 10:59:00,10,1.51,79.0,0.9909526705741882,frio_extremo,automatico
2026-06-05 10:59:02,10,4.67,72.0,0.007479897700250149,seguro,automatico
2026-06-05 10:59:04,10,6.75,56.0,0.05316891148686409,seguro,automatico
2026-06-05 10:59:06,10,4.45,69.0,0.009900050237774849,seguro,automatico
2026-06-05 10:59:08,10,6.23,61.0,0.018756818026304245,seguro,automatico
2026-06-05 10:59:10,10,10.66,54.0,0.8476660251617432,calor_extremo,automatico
2026-06-05 10:59:12,10,10.47,38.0,0.9888490438461304,calor_extremo,automatico
2026-06-05 10:59:14,10,10.9,48.0,0.9584998488426208,calor_extremo,automatico
2026-06-05 10:59:16,10,3.12,72.0,0.36228394508361816,seguro,automatico
2026-06-05 10:59:18,10,8.32,57.0,0.1878187507390976,seguro,automatico
2026-06-05 10:59:20,10,5.17,61.0,0.007321260403841734,seguro,automatico
2026-06-05 10:59:22,10,8.73,50.0,0.5843867063522339,seguro,automatico
2026-06-05 10:59:24,10,3.83,69.0,0.053340617567300797,seguro,automatico
2026-06-05 10:59:26,10,5.44,61.0,0.009365900419652462,seguro,automatico
2026-06-05 10:59:28,10,1.34,75.0,0.991244375705719,frio_extremo,automatico
2026-06-05 10:59:30,10,4.16,71.0,0.027224909514188766,seguro,automatico
2026-06-05 10:59:32,10,9.87,58.0,0.5167187452316284,calor_extremo,automatico
2026-06-05 10:59:34,10,14.16,40.0,0.997876763343811,calor_extremo,automatico
2026-06-05 10:59:36,10,9.78,53.0,0.7171605825424194,calor_extremo,automatico
2026-06-05 10:59:38,10,9.52,53.0,0.6550372242927551,calor_extremo,automatico
2026-06-05 10:59:40,10,5.13,70.0,0.0026118489913642406,seguro,automatico
2026-06-05 10:59:42,10,14.18,34.0,0.9980655908584595,calor_extremo,automatico
2026-06-05 10:59:44,10,2.31,64.0,0.6924042701721191,frio_extremo,automatico
2026-06-05 10:59:46,10,8.72,50.0,0.5816828608512878,seguro,automatico
2026-06-05 10:59:48,10,10.66,46.0,0.9629665613174438,calor_extremo,automatico
2026-06-05 10:59:50,10,10.15,46.0,0.9364928007125854,calor_extremo,automatico
2026-06-05 10:59:52,10,8.15,55.0,0.21962207555770874,seguro,automatico
2026-06-05 10:59:54,10,10.44,51.0,0.8859378099441528,calor_extremo,automatico
2026-06-05 10:59:56,10,0.11,76.0,0.9997438788414001,frio_extremo,automatico
2026-06-05 10:59:58,10,13.18,30.0,0.9972473978996277,calor_extremo,automatico
2026-06-05 11:00:00,11,13.86,43.0,0.997672975063324,calor_extremo,automatico
2026-06-05 11:00:02,11,7.58,61.0,0.04852883517742157,seguro,automatico
2026-06-05 11:00:04,11,9.53,40.0,0.959551215171814,calor_extremo,automatico
2026-06-05 11:00:06,11,7.06,70.0,0.009754586033523083,seguro,automatico
2026-06-05 11:00:08,11,2.14,79.0,0.9511829614639282,frio_extremo,automatico
2026-06-05 11:00:10,11,6.73,63.0,0.01914353109896183,seguro,automatico
2026-06-05 11:00:12,11,4.3,74.0,0.026459144428372383,seguro,automatico
2026-06-05 11:00:14,11,8.17,55.0,0.22496290504932404,seguro,automatico
2026-06-05 11:00:16,11,14.78,34.0,0.9985945224761963,calor_extremo,automatico
2026-06-05 11:00:18,11,8.3,56.0,0.21668066084384918,seguro,automatico
2026-06-05 11:00:20,11,10.03,52.0,0.8037405014038086,calor_extremo,automatico
2026-06-05 11:00:22,11,2.06,77.0,0.9513033628463745,frio_extremo,automatico
2026-06-05 11:00:24,11,3.26,65.0,0.15481474995613098,seguro,automatico
2026-06-05 11:00:26,11,10.03,48.0,0.8985058069229126,calor_extremo,automatico
2026-06-05 11:00:28,11,8.07,60.0,0.09014958888292313,seguro,automatico
2026-06-05 11:00:30,11,9.22,42.0,0.9195471405982971,calor_extremo,automatico
2026-06-05 11:00:32,11,6.99,51.0,0.14449478685855865,seguro,automatico
2026-06-05 11:00:34,11,11.08,44.0,0.9840058088302612,calor_extremo,automatico
2026-06-05 11:00:36,11,11.22,38.0,0.993622362613678,calor_extremo,automatico
2026-06-05 11:00:38,11,6.74,59.0,0.0320071317255497,seguro,automatico
2026-06-05 11:00:40,11,4.12,67.0,0.020329531282186508,seguro,automatico
2026-06-05 11:00:42,11,2.75,75.0,0.6958208084106445,frio_extremo,automatico
2026-06-05 11:00:44,11,3.25,70.0,0.24635139107704163,seguro,automatico
2026-06-05 11:00:46,11,0.96,76.0,0.9973474740982056,frio_extremo,automatico
2026-06-05 11:00:48,11,1.88,78.0,0.9729974269866943,frio_extremo,automatico
2026-06-05 11:00:50,11,3.74,68.0,0.0626692995429039,seguro,automatico
2026-06-05 11:00:52,11,4.07,71.0,0.035753872245550156,seguro,automatico
2026-06-05 11:00:54,11,7.54,59.0,0.06247138977050781,seguro,automatico
2026-06-05 11:00:56,11,9.97,49.0,0.8722809553146362,calor_extremo,automatico
2026-06-05 11:00:58,11,3.39,68.0,0.15070272982120514,seguro,automatico
2026-06-05 11:01:00,11,3.02,72.0,0.4362858831882477,seguro,automatico
2026-06-05 11:01:02,11,5.41,60.0,0.009602569974958897,seguro,automatico
2026-06-05 11:01:04,11,6.07,58.0,0.021202856674790382,seguro,automatico
2026-06-05 11:01:06,11,12.78,37.0,0.9966745376586914,calor_extremo,automatico
2026-06-05 11:01:08,11,14.24,39.0,0.9981179237365723,calor_extremo,automatico
2026-06-05 11:01:10,11,6.56,65.0,0.012917607091367245,seguro,automatico
